Date,AEP,COMED,DAYTON,DEOK,DOM,DUQ,EKPC,FE,PJME,PJMW
2013-02-06,403179.0,290166.0,51743.0,79314.0,269672.0,43438.0,0.0,205631.0,835124.0,155547.0
2013-02-07,404904.0,290907.0,49851.0,74856.0,291371.0,43749.0,0.0,202992.0,862262.0,159558.0
2013-02-08,400350.0,292541.0,50297.0,75245.0,281831.0,42788.0,0.0,204116.0,837517.0,154274.0
2013-02-09,380579.0,264745.0,47047.0,73048.0,278966.0,39793.0,0.0,186539.0,799097.0,149583.0
2013-02-10,367357.0,251381.0,44219.0,69861.0,283691.0,38181.0,0.0,175978.0,782197.0,144556.0
2013-02-11,370255.0,285545.0,48284.0,70751.0,258527.0,38431.0,0.0,192138.0,801620.0,138330.0
2013-02-12,385518.0,291718.0,49797.0,73404.0,238896.0,40152.0,0.0,202176.0,764786.0,138723.0
2013-02-13,403105.0,282301.0,51833.0,78678.0,261325.0,41520.0,0.0,203052.0,803505.0,150825.0
2013-02-14,400992.0,280796.0,50950.0,76601.0,271090.0,41494.0,0.0,202038.0,781484.0,146238.0
2013-02-15,401980.0,280982.0,50970.0,75566.0,261932.0,40251.0,0.0,197382.0,754249.0,143985.0
2013-02-16,397677.0,274648.0,51013.0,77388.0,275586.0,39239.0,0.0,184615.0,738691.0,143567.0
2013-02-17,416326.0,263157.0,49180.0,76299.0,315945.0,40722.0,0.0,184465.0,794624.0,155939.0
2013-02-18,427541.0,278811.0,51880.0,77033.0,321165.0,44123.0,0.0,204712.0,862803.0,162620.0
2013-02-19,412456.0,306007.0,53394.0,79499.0,287665.0,42357.0,0.0,207477.0,828749.0,151508.0
2013-02-20,439951.0,308418.0,57431.0,84413.0,288022.0,45911.0,0.0,218120.0,853171.0,166426.0
2013-02-21,436705.0,304025.0,56087.0,83976.0,305468.0,45385.0,0.0,215938.0,873851.0,166998.0
2013-02-22,408064.0,295105.0,53251.0,79104.0,302698.0,44100.0,0.0,208074.0,853596.0,160913.0
2013-02-23,354538.0,265197.0,44284.0,69164.0,270914.0,38345.0,0.0,179298.0,751231.0,137611.0
2013-02-24,355542.0,248964.0,44310.0,69456.0,241708.0,38813.0,0.0,176030.0,703051.0,135061.0
2013-02-25,402502.0,275373.0,51071.0,76697.0,286692.0,41432.0,0.0,196180.0,790717.0,148423.0
2013-02-26,412731.0,290598.0,51757.0,75847.0,297114.0,42275.0,0.0,204232.0,819301.0,154820.0
2013-02-27,400125.0,286451.0,51457.0,77424.0,247350.0,41483.0,0.0,199856.0,766874.0,143324.0
2013-02-28,417539.0,285144.0,52612.0,80411.0,261842.0,42513.0,0.0,203040.0,758430.0,148209.0
2013-03-01,408394.0,288555.0,50855.0,77514.0,274177.0,42581.0,0.0,201878.0,773538.0,148305.0
2013-03-02,394594.0,263087.0,48459.0,76308.0,277077.0,39904.0,0.0,186409.0,742800.0,146050.0
2013-03-03,395618.0,252254.0,45855.0,74911.0,281687.0,39143.0,0.0,182262.0,753502.0,146629.0
2013-03-04,415563.0,286779.0,51401.0,79763.0,294231.0,42967.0,0.0,201916.0,819587.0,155690.0
2013-03-05,409147.0,288327.0,52324.0,78460.0,284584.0,42580.0,0.0,202955.0,787081.0,148074.0
2013-03-06,420041.0,286004.0,52481.0,82583.0,296059.0,41537.0,0.0,197929.0,820828.0,149279.0
2013-03-07,412578.0,278328.0,51031.0,79421.0,276719.0,41735.0,0.0,196471.0,789629.0,146123.0
2013-03-08,393997.0,275516.0,48974.0,75800.0,277469.0,41627.0,0.0,194910.0,794701.0,146058.0
2013-03-09,354526.0,255051.0,43038.0,68763.0,247219.0,37002.0,0.0,171168.0,687366.0,131104.0
2013-03-10,301095.0,228252.0,36710.0,58561.0,232565.0,32607.0,0.0,146501.0,629573.0,140099.0
2013-03-11,348759.0,270452.0,45781.0,68923.0,238862.0,37300.0,0.0,178937.0,712814.0,129084.0
2013-03-12,376621.0,283456.0,50621.0,75207.0,226324.0,39111.0,0.0,195743.0,711804.0,132525.0
2013-03-13,410067.0,285976.0,53491.0,79741.0,251025.0,40936.0,0.0,200667.0,735728.0,145106.0
2013-03-14,411511.0,283578.0,52244.0,79293.0,275192.0,41844.0,0.0,200034.0,789567.0,150567.0
2013-03-15,382922.0,275986.0,48856.0,72886.0,264255.0,39993.0,0.0,193649.0,770599.0,141811.0
2013-03-16,331986.0,256085.0,42632.0,63916.0,225056.0,35963.0,0.0,178143.0,706583.0,127080.0
2013-03-17,344635.0,244358.0,44132.0,68889.0,249219.0,35390.0,0.0,171752.0,715314.0,129412.0
2013-03-18,402737.0,283062.0,50831.0,75885.0,293828.0,41007.0,0.0,201896.0,819202.0,151045.0
2013-03-19,393494.0,292471.0,51480.0,75341.0,258037.0,40831.0,0.0,204109.0,768495.0,143101.0
2013-03-20,400996.0,295286.0,52723.0,78265.0,254351.0,42334.0,0.0,204611.0,760844.0,145350.0
2013-03-21,430029.0,286179.0,54593.0,81833.0,283097.0,43408.0,0.0,210034.0,794432.0,154400.0
2013-03-22,410401.0,273227.0,50918.0,77209.0,286790.0,42246.0,0.0,200674.0,800664.0,152874.0
2013-03-23,357112.0,243675.0,43505.0,67771.0,255381.0,37496.0,0.0,177145.0,711466.0,136029.0
2013-03-24,367541.0,240072.0,45259.0,70600.0,269895.0,36833.0,0.0,174311.0,698880.0,135146.0
2013-03-25,417754.0,275015.0,51745.0,79070.0,294120.0,40456.0,0.0,197929.0,793190.0,148919.0
2013-03-26,412198.0,269731.0,50761.0,77713.0,277157.0,40350.0,0.0,195743.0,758962.0,145176.0
2013-03-27,403019.0,266742.0,50318.0,76373.0,268938.0,40562.0,0.0,193911.0,741489.0,143888.0
2013-03-28,387508.0,259515.0,48180.0,72328.0,266755.0,40265.0,0.0,189553.0,746041.0,141300.0
2013-03-29,352293.0,238748.0,42967.0,66985.0,248398.0,37586.0,0.0,167659.0,686883.0,127033.0
2013-03-30,320078.0,223816.0,39001.0,60813.0,228410.0,35551.0,0.0,155462.0,638066.0,117931.0
2013-03-31,300953.0,207384.0,36350.0,57232.0,221879.0,34207.0,0.0,147191.0,629584.0,115881.0
2013-04-01,353598.0,254921.0,45847.0,66572.0,223243.0,38682.0,0.0,179755.0,683730.0,128205.0
2013-04-02,383181.0,264851.0,49053.0,71807.0,241687.0,40291.0,0.0,193960.0,741014.0,140207.0
2013-04-03,382510.0,263547.0,48657.0,72699.0,252903.0,40705.0,0.0,190411.0,756447.0,143643.0
2013-04-04,385421.0,259716.0,47440.0,70925.0,264172.0,40500.0,0.0,189449.0,753194.0,143408.0
2013-04-05,356663.0,252853.0,44929.0,68140.0,244040.0,38043.0,0.0,181987.0,696097.0,127848.0
2013-04-06,322797.0,233522.0,39722.0,61515.0,221926.0,34862.0,0.0,165779.0,637192.0,118294.0
2013-04-07,291060.0,209673.0,35845.0,57416.0,217041.0,32653.0,0.0,149295.0,614333.0,108344.0
2013-04-08,326736.0,246208.0,42033.0,64554.0,217878.0,36136.0,0.0,174330.0,659673.0,116844.0
2013-04-09,331590.0,254552.0,43526.0,66426.0,235033.0,37627.0,0.0,173266.0,677930.0,118724.0
2013-04-10,339852.0,265569.0,44832.0,71155.0,260528.0,39450.0,0.0,177098.0,715572.0,122683.0
2013-04-11,341479.0,267564.0,43664.0,68630.0,261777.0,38096.0,0.0,181645.0,697270.0,121458.0
2013-04-12,333904.0,263819.0,43891.0,64113.0,238786.0,36865.0,0.0,181076.0,677884.0,114124.0
2013-04-13,309871.0,238331.0,40072.0,60035.0,201535.0,33019.0,0.0,166143.0,601079.0,107550.0
2013-04-14,298470.0,220414.0,37428.0,56418.0,197484.0,31756.0,0.0,155997.0,580892.0,105105.0
2013-04-15,321429.0,245926.0,42149.0,62348.0,211648.0,35256.0,0.0,171834.0,655386.0,114693.0
2013-04-16,329073.0,248051.0,43179.0,64398.0,219540.0,36371.0,0.0,173385.0,663335.0,117341.0
2013-04-17,327367.0,262555.0,43507.0,65781.0,233468.0,36916.0,0.0,172337.0,662126.0,116204.0
2013-04-18,335486.0,262592.0,45031.0,68902.0,232740.0,39506.0,0.0,175546.0,661685.0,119471.0
2013-04-19,324408.0,266001.0,43479.0,64439.0,234883.0,37377.0,0.0,171950.0,671782.0,116056.0
2013-04-20,313458.0,236483.0,40751.0,60930.0,195442.0,33186.0,0.0,161258.0,584827.0,108877.0
2013-04-21,306827.0,221142.0,38263.0,58881.0,199864.0,32510.0,0.0,154137.0,591046.0,110531.0
2013-04-22,336424.0,245166.0,43450.0,65542.0,230560.0,36007.0,0.0,174949.0,674111.0,121191.0
2013-04-23,330946.0,250645.0,42688.0,64024.0,225758.0,36546.0,0.0,174628.0,683226.0,121091.0
2013-04-24,334736.0,254159.0,43456.0,65300.0,223919.0,37008.0,0.0,176231.0,671746.0,117768.0
2013-04-25,340479.0,252692.0,44912.0,67960.0,211788.0,36996.0,0.0,181844.0,646737.0,119619.0
2013-04-26,331895.0,246951.0,43228.0,64716.0,213539.0,36209.0,0.0,176373.0,642004.0,117320.0
2013-04-27,295837.0,215514.0,37236.0,57898.0,199220.0,32712.0,0.0,152202.0,583089.0,106059.0
2013-04-28,288356.0,204708.0,35157.0,55746.0,196347.0,31126.0,0.0,147366.0,565576.0,102981.0
2013-04-29,326249.0,240792.0,41989.0,63608.0,215017.0,35125.0,0.0,172051.0,657614.0,117292.0
2013-04-30,332773.0,257811.0,43523.0,66401.0,213070.0,35940.0,0.0,173956.0,652441.0,117413.0
2013-05-01,337100.0,276800.0,44868.0,70041.0,212654.0,36516.0,0.0,177931.0,647375.0,115401.0
2013-05-02,335923.0,245935.0,43972.0,69755.0,212729.0,36782.0,0.0,176512.0,649159.0,115469.0
2013-05-03,329682.0,246172.0,42915.0,68020.0,211441.0,35676.0,0.0,171903.0,631575.0,113594.0
2013-05-04,299171.0,219296.0,36325.0,59829.0,201407.0,32431.0,0.0,146799.0,574753.0,102597.0
2013-05-05,286032.0,205197.0,34158.0,56689.0,200191.0,31167.0,0.0,141404.0,560036.0,100448.0
2013-05-06,327517.0,240397.0,41790.0,65022.0,216171.0,36085.0,0.0,168576.0,645243.0,115866.0
2013-05-07,331784.0,249341.0,42638.0,65613.0,219430.0,36940.0,0.0,174438.0,657973.0,117647.0
2013-05-08,330750.0,255092.0,43194.0,66865.0,216935.0,37396.0,0.0,174713.0,663416.0,116156.0
2013-05-09,336174.0,252397.0,44135.0,68909.0,223349.0,38108.0,0.0,176400.0,661260.0,117476.0
2013-05-10,328212.0,242443.0,42824.0,65816.0,239094.0,37823.0,0.0,173551.0,682161.0,116362.0
2013-05-11,291930.0,218387.0,36580.0,57809.0,230203.0,32797.0,0.0,149182.0,627515.0,106466.0
2013-05-12,281628.0,204442.0,35459.0,54725.0,203199.0,30663.0,0.0,145168.0,566614.0,101147.0
2013-05-13,329824.0,241217.0,42766.0,64101.0,212032.0,36247.0,0.0,173107.0,641276.0,120568.0
2013-05-14,339122.0,263882.0,43830.0,66745.0,219161.0,37398.0,0.0,174621.0,658723.0,125024.0
2013-05-15,350254.0,286948.0,47755.0,76140.0,235917.0,38958.0,0.0,180149.0,666467.0,124336.0
2013-05-16,351812.0,274483.0,47565.0,74555.0,260709.0,40780.0,0.0,180715.0,706452.0,124857.0
2013-05-17,344806.0,253876.0,45975.0,72010.0,254551.0,39907.0,0.0,174075.0,683062.0,124562.0
2013-05-18,313983.0,238431.0,40954.0,66205.0,212652.0,36389.0,0.0,157583.0,599174.0,110842.0
2013-05-19,314210.0,251891.0,41120.0,68464.0,217135.0,36181.0,0.0,161205.0,590210.0,107107.0
2013-05-20,377957.0,324740.0,52921.0,83878.0,251091.0,44585.0,0.0,208576.0,711577.0,131173.0
2013-05-21,392858.0,313711.0,53660.0,84096.0,266838.0,49715.0,0.0,220544.0,798699.0,142799.0
2013-05-22,376707.0,287865.0,50291.0,78512.0,284966.0,48057.0,0.0,212686.0,848073.0,142569.0
2013-05-23,350424.0,247684.0,45056.0,70866.0,266126.0,42380.0,0.0,186264.0,808306.0,128886.0
2013-05-24,317099.0,239958.0,40716.0,62509.0,218987.0,36069.0,0.0,168050.0,674572.0,116492.0
2013-05-25,286213.0,214540.0,34434.0,55969.0,197807.0,32541.0,0.0,146762.0,579918.0,106455.0
2013-05-26,274511.0,202830.0,32792.0,54839.0,195171.0,31737.0,0.0,136936.0,553778.0,104742.0
2013-05-27,282161.0,204077.0,34611.0,60326.0,204357.0,31927.0,0.0,138825.0,572973.0,102980.0
2013-05-28,352690.0,257630.0,48365.0,78256.0,245674.0,37496.0,0.0,178329.0,669958.0,118760.0
2013-05-29,389686.0,291483.0,53053.0,84546.0,286032.0,44180.0,0.0,205795.0,784069.0,136152.0
2013-05-30,404685.0,321664.0,55418.0,89359.0,299740.0,48113.0,0.0,220618.0,913150.0,145760.0
2013-05-31,396086.0,296302.0,52264.0,82530.0,301961.0,49525.0,0.0,215721.0,945622.0,147656.0
2013-06-01,358136.0,260556.0,43904.0,73993.0,295144.0,46727.0,30445.0,186860.0,890579.0,134629.0
2013-06-02,322070.0,214859.0,40379.0,70106.0,279267.0,43068.0,29403.0,167193.0,855489.0,125125.0
2013-06-03,343795.0,243979.0,43325.0,70269.0,271886.0,40206.0,29710.0,172295.0,834061.0,126394.0
2013-06-04,343827.0,251615.0,43948.0,68635.0,248924.0,37904.0,29478.0,169315.0,725940.0,120624.0
2013-06-05,351905.0,253989.0,46780.0,73600.0,245836.0,41455.0,30962.0,172866.0,716208.0,124846.0
2013-06-06,351130.0,248546.0,45443.0,74039.0,241571.0,41802.0,31228.0,174801.0,709488.0,123110.0
2013-06-07,330500.0,245139.0,43304.0,70666.0,250114.0,38391.0,30239.0,168587.0,710162.0,117926.0
2013-06-08,307471.0,224588.0,37663.0,64598.0,244188.0,33987.0,29615.0,152605.0,662408.0,109948.0
2013-06-09,318112.0,225256.0,39374.0,67119.0,255880.0,36909.0,28746.0,154058.0,690772.0,113452.0
2013-06-10,359229.0,280259.0,47497.0,74550.0,276649.0,43551.0,30831.0,187378.0,776445.0,129363.0
2013-06-11,370959.0,304773.0,50997.0,81136.0,283146.0,42202.0,33364.0,192840.0,813980.0,129330.0
2013-06-12,405410.0,312095.0,57383.0,91713.0,304980.0,46489.0,37442.0,202480.0,825815.0,140711.0
2013-06-13,371972.0,280235.0,50845.0,85647.0,299987.0,43040.0,36304.0,187217.0,793814.0,130158.0
2013-06-14,348521.0,266447.0,46699.0,75773.0,241338.0,38638.0,31120.0,177818.0,703588.0,120823.0
2013-06-15,320607.0,247974.0,41698.0,72349.0,244204.0,36178.0,32010.0,162148.0,679101.0,114046.0
2013-06-16,320230.0,274935.0,40489.0,70030.0,260034.0,36385.0,31108.0,163472.0,687085.0,110818.0
2013-06-17,389057.0,326096.0,53461.0,84596.0,292940.0,44008.0,34695.0,203698.0,857272.0,137494.0
2013-06-18,373844.0,270353.0,54137.0,82776.0,270306.0,42721.0,32884.0,194509.0,805213.0,131611.0
2013-06-19,360337.0,269623.0,48820.0,78352.0,251936.0,40510.0,33549.0,182671.0,750123.0,128212.0
2013-06-20,370778.0,304564.0,50742.0,81687.0,256012.0,41527.0,34311.0,189626.0,764260.0,129353.0
2013-06-21,386191.0,311828.0,53562.0,85356.0,255785.0,44379.0,35323.0,203592.0,775087.0,132628.0
2013-06-22,375137.0,286670.0,50791.0,84339.0,260731.0,45054.0,35910.0,205184.0,762452.0,130734.0
2013-06-23,375791.0,296172.0,49402.0,79981.0,273699.0,48139.0,35183.0,210604.0,804565.0,134804.0
2013-06-24,415797.0,326664.0,56582.0,88050.0,313265.0,53846.0,35797.0,239563.0,969631.0,149352.0
2013-06-25,424584.0,324931.0,60807.0,94154.0,327582.0,53783.0,37749.0,235016.0,976632.0,152896.0
2013-06-26,406688.0,319675.0,57095.0,88535.0,321823.0,49518.0,36232.0,219840.0,961707.0,143729.0
2013-06-27,394207.0,349945.0,55508.0,84934.0,296437.0,47573.0,35463.0,213526.0,949167.0,135942.0
2013-06-28,392103.0,325309.0,52972.0,85729.0,309452.0,44593.0,36116.0,202184.0,915122.0,134622.0
2013-06-29,339198.0,254492.0,41500.0,69483.0,286199.0,40393.0,32989.0,172941.0,832138.0,123827.0
2013-06-30,329658.0,237071.0,40321.0,68080.0,284865.0,41780.0,31692.0,166437.0,823495.0,126538.0
2013-07-01,357682.0,266261.0,44562.0,73795.0,291962.0,45046.0,31995.0,184041.0,879323.0,135139.0
2013-07-02,361548.0,257449.0,48447.0,77583.0,287457.0,48232.0,32191.0,193015.0,906218.0,140460.0
2013-07-03,371120.0,256597.0,49999.0,79766.0,294498.0,51379.0,31713.0,208851.0,920825.0,141654.0
2013-07-04,333450.0,245172.0,40613.0,64780.0,299305.0,46803.0,28286.0,180098.0,903495.0,135856.0
2013-07-05,346948.0,293762.0,43228.0,68345.0,318958.0,48443.0,29204.0,186648.0,989122.0,141214.0
2013-07-06,352238.0,292746.0,42464.0,67440.0,319641.0,49571.0,28837.0,187703.0,992296.0,143968.0
2013-07-07,339081.0,308609.0,41884.0,67774.0,314326.0,45308.0,31709.0,180582.0,982787.0,132506.0
2013-07-08,392510.0,357297.0,54763.0,85665.0,312260.0,48839.0,37071.0,214868.0,974476.0,142729.0
2013-07-09,419169.0,369580.0,60117.0,93542.0,313188.0,48442.0,39589.0,224561.0,964947.0,142920.0
2013-07-10,411994.0,375182.0,58604.0,93765.0,321930.0,47294.0,37123.0,221704.0,994582.0,144871.0
2013-07-11,379948.0,317167.0,51827.0,83678.0,301248.0,43325.0,35154.0,201067.0,958543.0,137977.0
2013-07-12,368333.0,309399.0,48873.0,77049.0,264576.0,41063.0,32858.0,195718.0,831808.0,126336.0
2013-07-13,357547.0,299491.0,47083.0,76749.0,275784.0,42080.0,31466.0,191148.0,819338.0,126536.0
2013-07-14,383395.0,321607.0,51700.0,84596.0,303008.0,48210.0,35416.0,207739.0,918256.0,140286.0
2013-07-15,449508.0,385724.0,64389.0,98129.0,336371.0,56419.0,39383.0,250991.0,1077740.0,160096.0
2013-07-16,459310.0,414934.0,65433.0,99929.0,352220.0,56072.0,41210.0,257126.0,1105885.0,163312.0
2013-07-17,465108.0,432147.0,66877.0,102130.0,352337.0,55361.0,40985.0,262721.0,1113913.0,163463.0
2013-07-18,469009.0,441206.0,66965.0,103622.0,362829.0,58986.0,41370.0,268560.0,1160801.0,171019.0
2013-07-19,458517.0,443268.0,65264.0,99350.0,367540.0,58518.0,40170.0,266845.0,1182504.0,166591.0
2013-07-20,397608.0,360722.0,52263.0,88509.0,341557.0,48142.0,39330.0,207791.0,1045683.0,140718.0
2013-07-21,370693.0,318747.0,48025.0,80638.0,317613.0,45720.0,35809.0,197159.0,934751.0,132283.0
2013-07-22,400869.0,365846.0,54479.0,84927.0,324233.0,47597.0,34872.0,204829.0,989882.0,144109.0
2013-07-23,412438.0,332969.0,57525.0,88095.0,328040.0,47134.0,37261.0,214185.0,992856.0,146702.0
2013-07-24,373846.0,279637.0,48731.0,76676.0,317158.0,42041.0,33269.0,189332.0,917655.0,136389.0
2013-07-25,361742.0,286634.0,46740.0,73361.0,275294.0,40259.0,32954.0,183334.0,758001.0,127213.0
2013-07-26,363781.0,279735.0,48185.0,75756.0,275371.0,41806.0,33032.0,189785.0,799283.0,129258.0
2013-07-27,331705.0,232689.0,41213.0,68150.0,267381.0,37681.0,31007.0,166450.0,783221.0,118103.0
2013-07-28,308938.0,211096.0,36527.0,61241.0,275568.0,37338.0,29225.0,152410.0,771843.0,117144.0
2013-07-29,347501.0,260815.0,45376.0,71797.0,285428.0,40241.0,31440.0,176604.0,847503.0,126167.0
2013-07-30,363298.0,268620.0,47793.0,74163.0,280459.0,41041.0,31204.0,185177.0,813359.0,130176.0
2013-07-31,359082.0,278758.0,47922.0,75780.0,271561.0,42369.0,30664.0,193565.0,823058.0,128454.0
2013-08-01,376940.0,288762.0,50239.0,80574.0,278679.0,44864.0,33197.0,198745.0,810102.0,134999.0
2013-08-02,360631.0,303230.0,48645.0,77590.0,290374.0,42503.0,33034.0,183256.0,843839.0,132505.0
2013-08-03,333533.0,277639.0,45010.0,73625.0,267921.0,39398.0,33673.0,173549.0,733004.0,116306.0
2013-08-04,316946.0,245133.0,40285.0,67567.0,257582.0,35928.0,32260.0,156424.0,699779.0,111089.0
2013-08-05,353852.0,269694.0,47624.0,74599.0,263152.0,40228.0,32765.0,177930.0,749507.0,123053.0
2013-08-06,375740.0,310735.0,50536.0,80250.0,253124.0,42536.0,34427.0,189583.0,755723.0,128149.0
2013-08-07,391655.0,357733.0,55759.0,87300.0,287106.0,44488.0,35208.0,200232.0,795789.0,135207.0
2013-08-08,395820.0,310963.0,56516.0,89841.0,308727.0,48938.0,36653.0,213574.0,885488.0,140353.0
2013-08-09,389990.0,307324.0,52804.0,85533.0,333797.0,47801.0,36379.0,202344.0,941003.0,142155.0
2013-08-10,359166.0,289729.0,48811.0,80526.0,298350.0,41576.0,34687.0,175288.0,821790.0,127603.0
2013-08-11,347698.0,264727.0,47688.0,81531.0,281013.0,41097.0,35707.0,171721.0,764160.0,126038.0
2013-08-12,397201.0,323760.0,55180.0,87610.0,317702.0,48301.0,35762.0,201049.0,889020.0,142850.0
2013-08-13,376618.0,283282.0,51702.0,82941.0,317973.0,45963.0,34156.0,192069.0,878332.0,139691.0
2013-08-14,335083.0,266389.0,43866.0,69291.0,260459.0,38181.0,29729.0,175744.0,747884.0,120038.0
2013-08-15,334734.0,266921.0,43962.0,68544.0,238271.0,38630.0,29675.0,177548.0,720115.0,120049.0
2013-08-16,338127.0,280483.0,44669.0,70555.0,238236.0,39747.0,30781.0,178040.0,727779.0,121361.0
2013-08-17,313327.0,265133.0,41074.0,68676.0,230600.0,37195.0,30939.0,163295.0,683314.0,112387.0
2013-08-18,305123.0,261195.0,41633.0,70784.0,231170.0,36322.0,30483.0,160642.0,657879.0,108745.0
2013-08-19,369563.0,315212.0,51834.0,83093.0,242442.0,42505.0,34266.0,199055.0,748694.0,127526.0
2013-08-20,388603.0,346304.0,53756.0,86393.0,277910.0,43690.0,35019.0,208615.0,854072.0,136847.0
2013-08-21,389375.0,370187.0,54856.0,88372.0,300436.0,46252.0,34151.0,219341.0,912579.0,140655.0
2013-08-22,389293.0,328342.0,52992.0,88203.0,309602.0,47912.0,36233.0,219117.0,911326.0,142712.0
2013-08-23,384609.0,310011.0,53093.0,85177.0,273227.0,45681.0,35694.0,212154.0,815731.0,132826.0
2013-08-24,341794.0,292107.0,45436.0,78839.0,245138.0,39962.0,34481.0,176722.0,703399.0,119159.0
2013-08-25,336099.0,311562.0,45868.0,77838.0,240427.0,40130.0,33446.0,177258.0,685477.0,117382.0
2013-08-26,393008.0,377106.0,56430.0,89490.0,265003.0,47525.0,36191.0,220591.0,815018.0,137583.0
2013-08-27,411495.0,415628.0,60185.0,95949.0,295762.0,49223.0,37553.0,227566.0,931445.0,144544.0
2013-08-28,424870.0,385552.0,63863.0,100271.0,289787.0,48542.0,39781.0,223624.0,881709.0,140673.0
2013-08-29,417449.0,368003.0,58108.0,95889.0,293100.0,50155.0,39666.0,230608.0,868427.0,146942.0
2013-08-30,411917.0,379446.0,57660.0,92092.0,289553.0,50707.0,38550.0,227049.0,875026.0,146831.0
2013-08-31,368219.0,292658.0,50377.0,85240.0,288740.0,47472.0,36616.0,203651.0,857349.0,135916.0
2013-09-01,346066.0,290758.0,46301.0,75925.0,293318.0,43251.0,33579.0,186190.0,860667.0,129316.0
2013-09-02,352541.0,267805.0,46333.0,82163.0,302339.0,45155.0,35068.0,178731.0,858501.0,133154.0
